Regiones,Fecha,Year,Num_mes,Latitud,Longitud,Altura,Variedad,Fenologia,Hojas Evaluadas,Hojas con Roya,Incidencia,Cat_Variedad
JINOTEGA,10/07/2019,2019,10,13.133644,-86.010026,973,CATUAI CATURRA,Madurez Fisiol¢gica,847,0,0,Susceptibles
MATAGALPA,9/13/2019,2019,9,13.126823,-85.754953,789,CATUAI CATURRA,Fruto Consistente,760,74,9.74,Susceptibles
MATAGALPA,10/05/2019,2019,10,13.126823,-85.754953,789,CATUAI CATURRA,Fruto Consistente,1012,8,0.79,Susceptibles
MATAGALPA,9/13/2019,2019,9,13.126823,-85.754953,789,CATUAI CATURRA,Fruto Consistente,796,0,0,Susceptibles
MATAGALPA,11/13/2019,2019,11,13.126823,-85.754953,789,CATUAI CATURRA,Madurez Fisiol¢gica,1092,120,10.99,Susceptibles
JINOTEGA,06/12/2019,2019,6,13.133644,-86.010026,973,CATUAI CATURRA,Fruto Consistente,902,0,0,Susceptibles
JINOTEGA,11/11/2019,2019,11,13.133644,-86.010026,973,CATUAI CATURRA,Madurez Fisiol¢gica,930,0,0,Susceptibles
JINOTEGA,08/08/2019,2019,8,13.133644,-86.010026,973,CATUAI CATURRA,Fruto Consistente,932,0,0,Susceptibles
JINOTEGA,5/15/2019,2019,5,13.133644,-86.010026,973,CATUAI CATURRA,Hojas Nuevas Mayor al 30%,820,0,0,Susceptibles
JINOTEGA,07/10/2019,2019,7,13.133644,-86.010026,973,CATUAI CATURRA,Fruto Consistente,885,0,0,Susceptibles
MASAYA,06/11/2019,2019,6,11.884319,-86.121207,462,CATUAI CATURRA,Hojas Nuevas Mayor al 30%,655,11,1.68,Susceptibles
MASAYA,5/24/2019,2019,5,11.884319,-86.121207,462,CATUAI CATURRA,Floraci¢n Principal,552,27,4.89,Susceptibles
JINOTEGA,08/07/2019,2019,8,13.145009,-85.88939942,1029,CATUAI CATURRA,Fruto Consistente,228,10,4.39,Susceptibles
MASAYA,12/18/2019,2019,12,11.884319,-86.121207,462,CATUAI CATURRA,Madurez Fisiol¢gica,779,1,0.13,Susceptibles
JINOTEGA,04/12/2019,2019,4,13.133644,-86.010026,973,CATUAI CATURRA,Floraci¢n,627,3,0.48,Susceptibles
MASAYA,7/23/2019,2019,7,11.884319,-86.121207,462,CATUAI CATURRA,Hojas Nuevas Mayor al 30%,727,0,0,Susceptibles
MASAYA,10/31/2019,2019,10,11.884319,-86.121207,462,CATUAI CATURRA,Madurez Fisiol¢gica,841,9,1.07,Susceptibles
JINOTEGA,5/13/2019,2019,5,13.229214,-86.062921,1237,CATUAI ROJO,Floracion Loca,1305,99,7.59,Susceptibles
JINOTEGA,2/18/2019,2019,2,13.229214,-86.062921,1237,CATUAI ROJO,Madurez Fisiol¢gica,949,128,13.49,Susceptibles
JINOTEGA,3/19/2019,2019,3,13.229214,-86.062921,1237,CATUAI ROJO,Floracion Loca,1368,176,12.87,Susceptibles
JINOTEGA,7/16/2019,2019,7,13.229214,-86.062921,1237,CATUAI ROJO,Fruto Consistente,1396,326,23.35,Susceptibles
JINOTEGA,04/05/2019,2019,4,13.229214,-86.062921,1237,CATUAI ROJO,Floracion Loca,1359,139,10.23,Susceptibles
JINOTEGA,9/17/2019,2019,9,13.229214,-86.062921,1237,CATUAI ROJO,Fruto Consistente,1341,472,35.2,Susceptibles
JINOTEGA,10/16/2019,2019,10,13.229214,-86.062921,1237,CATUAI ROJO,Fruto Consistente,717,241,33.61,Susceptibles
JINOTEGA,12/11/2019,2019,12,13.229214,-86.062921,1237,CATUAI ROJO,Madurez Fisiol¢gica,752,223,29.65,Susceptibles
JINOTEGA,11/11/2019,2019,11,13.229214,-86.062921,1237,CATUAI ROJO,Madurez Fisiol¢gica,818,242,29.58,Susceptibles
JINOTEGA,8/13/2019,2019,8,13.229214,-86.062921,1237,CATUAI ROJO,Fruto Consistente,1264,535,42.33,Susceptibles
JINOTEGA,06/07/2019,2019,6,13.229214,-86.062921,1237,CATUAI ROJO,Floracion Loca,1703,167,9.81,Susceptibles
ESTELI,05/07/2019,2019,5,13.2489996,-86.47000122,1227,CATURRA,Hojas Nuevas Mayor al 30%,499,2,0.4,Susceptibles
MATAGALPA,05/09/2019,2019,5,13.2052002,-85.63289642,776,CATURRA,Fruto Consistente,658,1,0.15,Susceptibles
ESTELI,3/28/2019,2019,3,13.2489996,-86.47000122,1227,CATURRA,Hojas Nuevas Mayor al 30%,337,17,5.04,Susceptibles
ESTELI,06/07/2019,2019,6,13.2489996,-86.47000122,1227,CATURRA,Hojas Nuevas Mayor al 30%,509,5,0.98,Susceptibles
MATAGALPA,02/07/2019,2019,2,13.2052002,-85.63289642,776,CATURRA,Floraci¢n,623,0,0,Susceptibles
MATAGALPA,12/05/2019,2019,12,13.2052002,-85.63289642,776,CATURRA,Madurez Fisiol¢gica,407,39,9.58,Susceptibles
MATAGALPA,4/25/2019,2019,4,13.2052002,-85.63289642,776,CATURRA,Fruto Consistente,646,8,1.24,Susceptibles
MATAGALPA,10/02/2019,2019,10,13.2052002,-85.63289642,776,CATURRA,Fruto Consistente,450,0,0,Susceptibles
MATAGALPA,09/05/2019,2019,9,12.98130035,-85.80039978,769,CATURRA,Madurez Fisiol¢gica,791,32,4.05,Susceptibles
ESTELI,12/16/2019,2019,12,13.2489996,-86.47000122,1227,CATURRA,Madurez Fisiol¢gica,501,67,13.37,Susceptibles
MATAGALPA,6/13/2019,2019,6,13.20180035,-85.5490036,722,CATURRA,Fruto Consistente,930,0,0,Susceptibles
MATAGALPA,1/18/2019,2019,1,12.86362457,-85.90351105,1230,CATURRA,Madurez Fisiol¢gica,979,96,9.81,Susceptibles
MATAGALPA,09/02/2019,2019,9,12.86362457,-85.90351105,1230,CATURRA,Madurez Fisiol¢gica,925,110,11.89,Susceptibles
ESTELI,2/20/2019,2019,2,13.2489996,-86.47000122,1227,CATURRA,Hojas Nuevas Mayor al 30%,319,33,10.34,Susceptibles
MATAGALPA,1/16/2019,2019,1,13.2052002,-85.63289642,776,CATURRA,Hojas Nuevas Mayor al 30%,603,0,0,Susceptibles
MATAGALPA,6/14/2019,2019,6,13.2052002,-85.63289642,776,CATURRA,Fruto Consistente,638,0,0,Susceptibles
ESTELI,10/26/2019,2019,10,13.2489996,-86.47000122,1227,CATURRA,Fruto Consistente,676,65,9.62,Susceptibles
MATAGALPA,01/10/2019,2019,1,13.20180035,-85.5490036,722,CATURRA,Hojas Nuevas Mayor al 30%,753,26,3.45,Susceptibles
NUEVA SEGOVIA,04/10/2019,2019,4,13.92720032,-86.15370178,1217,CATURRA,Hojas Nuevas Mayor al 30%,1151,0,0,Susceptibles
NUEVA SEGOVIA,12/13/2019,2019,12,13.92720032,-86.15370178,1217,CATURRA,Madurez Fisiol¢gica,980,68,6.94,Susceptibles
NUEVA SEGOVIA,1/15/2019,2019,1,13.92720032,-86.15370178,1217,CATURRA,Madurez Fisiol¢gica,1190,19,1.6,Susceptibles
MATAGALPA,09/10/2019,2019,9,13.2052002,-85.63289642,776,CATURRA,Fruto Consistente,460,4,0.87,Susceptibles
JINOTEGA,02/12/2019,2019,2,13.25819969,-86.20249939,1211,CATURRA,Madurez Fisiol¢gica,770,79,10.26,Susceptibles
JINOTEGA,11/07/2019,2019,11,13.25819969,-86.20249939,1211,CATURRA,Madurez Fisiol¢gica,772,50,6.48,Susceptibles
JINOTEGA,05/03/2019,2019,5,13.25819969,-86.20249939,1211,CATURRA,Floracion Loca,932,45,4.83,Susceptibles
JINOTEGA,12/10/2019,2019,12,13.25819969,-86.20249939,1211,CATURRA,Madurez Fisiol¢gica,733,13,1.77,Susceptibles
JINOTEGA,08/07/2019,2019,8,13.25819969,-86.20249939,1211,CATURRA,Fruto Consistente,897,22,2.45,Susceptibles
NUEVA SEGOVIA,2/14/2019,2019,2,13.92720032,-86.15370178,1217,CATURRA,Madurez Fisiol¢gica,1169,14,1.2,Susceptibles
NUEVA SEGOVIA,05/09/2019,2019,5,13.92720032,-86.15370178,1217,CATURRA,Floraci¢n Principal,1145,53,4.63,Susceptibles
NUEVA SEGOVIA,10/21/2019,2019,10,13.92720032,-86.15370178,1217,CATURRA,Madurez Fisiol¢gica,1134,80,7.05,Susceptibles
MATAGALPA,3/13/2019,2019,3,13.2052002,-85.63289642,776,CATURRA,Floracion Loca,663,8,1.21,Susceptibles
MATAGALPA,4/26/2019,2019,4,13.20180035,-85.5490036,722,CATURRA,Hojas Nuevas Mayor al 30%,812,0,0,Susceptibles
ESTELI,07/10/2019,2019,7,13.2489996,-86.47000122,1227,CATURRA,Fruto Consistente,664,9,1.36,Susceptibles
NUEVA SEGOVIA,8/31/2019,2019,8,13.92720032,-86.15370178,1217,CATURRA,Fruto Consistente,1226,0,0,Susceptibles
MATAGALPA,11/21/2019,2019,11,13.2052002,-85.63289642,776,CATURRA,Madurez Fisiol¢gica,488,3,0.61,Susceptibles
NUEVA SEGOVIA,12/12/2019,2019,12,13.95339966,-86.15419769,842,CATURRA,Madurez Fisiol¢gica,1077,120,11.14,Susceptibles
NUEVA SEGOVIA,3/28/2019,2019,3,13.77740002,-86.6115036,1245,CATURRA,Hojas Nuevas Mayor al 30%,492,4,0.81,Susceptibles
MATAGALPA,11/12/2019,2019,11,12.98130035,-85.80039978,769,CATURRA,Madurez Fisiol¢gica,643,33,5.13,Susceptibles
JINOTEGA,06/06/2019,2019,6,13.24960041,-86.1937027,1310,CATURRA,Floracion Loca,1406,29,2.06,Susceptibles
NUEVA SEGOVIA,10/29/2019,2019,10,13.77740002,-86.6115036,1245,CATURRA,Fruto Consistente,891,6,0.67,Susceptibles
JINOTEGA,08/07/2019,2019,8,13.24960041,-86.1937027,1310,CATURRA,Fruto Consistente,1117,105,9.4,Susceptibles
MATAGALPA,10/02/2019,2019,10,13.20180035,-85.5490036,722,CATURRA,Fruto Consistente,785,36,4.59,Susceptibles
MATAGALPA,12/05/2019,2019,12,13.20180035,-85.5490036,722,CATURRA,Madurez Fisiol¢gica,670,49,7.31,Susceptibles
JINOTEGA,11/07/2019,2019,11,13.24960041,-86.1937027,1310,CATURRA,Madurez Fisiol¢gica,908,66,7.27,Susceptibles
JINOTEGA,09/05/2019,2019,9,13.24960041,-86.1937027,1310,CATURRA,Fruto Consistente,1200,40,3.33,Susceptibles
JINOTEGA,7/15/2019,2019,7,13.24960041,-86.1937027,1310,CATURRA,Fruto Consistente,1062,24,2.26,Susceptibles
JINOTEGA,02/12/2019,2019,2,13.25699997,-86.03489685,1157,CATURRA,Madurez Fisiol¢gica,967,49,5.07,Susceptibles
JINOTEGA,11/19/2019,2019,11,13.25699997,-86.03489685,1157,CATURRA,Madurez Fisiol¢gica,1198,61,5.09,Susceptibles
JINOTEGA,6/13/2019,2019,6,13.25699997,-86.03489685,1157,CATURRA,Hojas Nuevas Mayor al 30%,1772,82,4.63,Susceptibles
JINOTEGA,02/12/2019,2019,2,13.24960041,-86.1937027,1310,CATURRA,Madurez Fisiol¢gica,993,29,2.92,Susceptibles
NUEVA SEGOVIA,1/29/2019,2019,1,13.77740002,-86.6115036,1245,CATURRA,Madurez Fisiol¢gica,618,22,3.56,Susceptibles
NUEVA SEGOVIA,02/08/2019,2019,2,13.77740002,-86.6115036,1245,CATURRA,Hojas Nuevas Mayor al 30%,525,21,4,Susceptibles
JINOTEGA,04/08/2019,2019,4,13.24960041,-86.1937027,1310,CATURRA,Floracion Loca,1002,62,6.19,Susceptibles
JINOTEGA,01/11/2019,2019,1,13.24960041,-86.1937027,1310,CATURRA,Madurez Fisiol¢gica,887,41,4.62,Susceptibles
ESTELI,9/26/2019,2019,9,13.2489996,-86.47000122,1227,CATURRA,Fruto Consistente,680,97,14.26,Susceptibles
ESTELI,8/30/2019,2019,8,13.2489996,-86.47000122,1227,CATURRA,Fruto Consistente,594,53,8.92,Susceptibles
MATAGALPA,04/08/2019,2019,4,12.86362457,-85.90351105,1230,CATURRA,Hojas Nuevas Mayor al 30%,1051,98,9.32,Susceptibles
ESTELI,11/18/2019,2019,11,13.2489996,-86.47000122,1227,CATURRA,Fruto Consistente,603,90,14.93,Susceptibles
ESTELI,1/28/2019,2019,1,13.2489996,-86.47000122,1227,CATURRA,Hojas Nuevas Mayor al 30%,365,33,9.04,Susceptibles
MATAGALPA,03/11/2019,2019,3,12.86362457,-85.90351105,1230,CATURRA,Hojas Nuevas Mayor al 30%,1044,32,3.07,Susceptibles
ESTELI,04/04/2019,2019,4,13.2489996,-86.47000122,1227,CATURRA,Hojas Nuevas Mayor al 30%,280,27,9.64,Susceptibles
MATAGALPA,2/20/2019,2019,2,13.20180035,-85.5490036,722,CATURRA,Floraci¢n,952,43,4.52,Susceptibles
MATAGALPA,3/13/2019,2019,3,13.20180035,-85.5490036,722,CATURRA,Floracion Loca,866,7,0.81,Susceptibles
MATAGALPA,05/07/2019,2019,5,13.20180035,-85.5490036,722,CATURRA,Fruto Consistente,744,0,0,Susceptibles
MATAGALPA,07/08/2019,2019,7,12.86362457,-85.90351105,1230,CATURRA,Madurez Fisiol¢gica,1045,66,6.32,Susceptibles
MATAGALPA,02/06/2019,2019,2,12.86362457,-85.90351105,1230,CATURRA,Hojas Nuevas Mayor al 30%,943,71,7.53,Susceptibles
MATAGALPA,10/03/2019,2019,10,12.86362457,-85.90351105,1230,CATURRA,Madurez Fisiol¢gica,976,171,17.52,Susceptibles
MATAGALPA,11/06/2019,2019,11,13.20180035,-85.5490036,722,CATURRA,Madurez Fisiol¢gica,681,28,4.11,Susceptibles
MATAGALPA,6/15/2019,2019,6,12.86362457,-85.90351105,1230,CATURRA,Fruto Consistente,1148,54,4.7,Susceptibles
MATAGALPA,11/06/2019,2019,11,12.86362457,-85.90351105,1230,CATURRA,Madurez Fisiol¢gica,920,72,7.83,Susceptibles
NUEVA SEGOVIA,3/13/2019,2019,3,13.92720032,-86.15370178,1217,CATURRA,Hojas Nuevas Mayor al 30%,1181,21,1.78,Susceptibles
NUEVA SEGOVIA,07/09/2019,2019,7,13.92720032,-86.15370178,1217,CATURRA,Fruto Consistente,1176,13,1.11,Susceptibles
JINOTEGA,05/07/2019,2019,5,13.31229973,-86.06900024,1158,CATURRA,Floracion Loca,1467,103,7.02,Susceptibles
JINOTEGA,03/11/2019,2019,3,13.25699997,-86.03489685,1157,CATURRA,Floraci¢n,1184,31,2.62,Susceptibles
JINOTEGA,10/16/2019,2019,10,13.25699997,-86.03489685,1157,CATURRA,Fruto Consistente,1332,9,0.68,Susceptibles
CARAZO,8/28/2019,2019,8,11.90312767,-86.2232132,625,CATURRA,Fruto Consistente,1006,327,32.5,Susceptibles
JINOTEGA,2/13/2019,2019,2,13.31229973,-86.06900024,1158,CATURRA,Madurez Fisiol¢gica,1223,93,7.6,Susceptibles
MADRIZ,4/29/2019,2019,4,13.4289999,-86.55000305,1115,CATURRA,Floraci¢n Principal,687,13,1.89,Susceptibles
MADRIZ,3/29/2019,2019,3,13.4289999,-86.55000305,1115,CATURRA,Hojas Nuevas Mayor al 30%,728,26,3.57,Susceptibles
JINOTEGA,12/19/2019,2019,12,13.25699997,-86.03489685,1157,CATURRA,Madurez Fisiol¢gica,1053,43,4.08,Susceptibles
JINOTEGA,05/06/2019,2019,5,13.25699997,-86.03489685,1157,CATURRA,Hojas Nuevas Mayor al 30%,1224,53,4.33,Susceptibles
MATAGALPA,10/03/2019,2019,10,12.71990013,-85.68730164,758,CATURRA,Fruto Consistente,788,8,1.02,Susceptibles
MATAGALPA,09/10/2019,2019,9,12.71990013,-85.68730164,758,CATURRA,Madurez Fisiol¢gica,686,8,1.17,Susceptibles
MATAGALPA,1/14/2019,2019,1,12.71990013,-85.68730164,758,CATURRA,Madurez Fisiol¢gica,541,0,0,Susceptibles
MATAGALPA,07/01/2019,2019,7,12.71990013,-85.68730164,758,CATURRA,Fruto Consistente,725,3,0.41,Susceptibles
CARAZO,12/12/2019,2019,12,11.90312767,-86.2232132,625,CATURRA,Madurez Fisiol¢gica,428,235,54.91,Susceptibles
MATAGALPA,11/05/2019,2019,11,12.71990013,-85.68730164,758,CATURRA,Madurez Fisiol¢gica,928,2,0.22,Susceptibles
MATAGALPA,06/10/2019,2019,6,12.71990013,-85.68730164,758,CATURRA,Fruto Consistente,654,5,0.76,Susceptibles
CARAZO,10/29/2019,2019,10,11.90312767,-86.2232132,625,CATURRA,Fruto Consistente,737,395,53.6,Susceptibles
CARAZO,05/07/2019,2019,5,11.90312767,-86.2232132,625,CATURRA,Hojas Nuevas Mayor al 30%,912,8,0.88,Susceptibles
JINOTEGA,12/11/2019,2019,12,13.31229973,-86.06900024,1158,CATURRA,Madurez Fisiol¢gica,875,135,15.43,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.31229973,-86.06900024,1158,CATURRA,Madurez Fisiol¢gica,1108,247,22.29,Susceptibles
NUEVA SEGOVIA,5/31/2019,2019,5,13.76210022,-86.51080322,1142,CATURRA,Floraci¢n Principal,830,49,5.9,Susceptibles
NUEVA SEGOVIA,02/11/2019,2019,2,13.76210022,-86.51080322,1142,CATURRA,Madurez Fisiol¢gica,844,70,8.29,Susceptibles
JINOTEGA,3/18/2019,2019,3,13.31229973,-86.06900024,1158,CATURRA,Floracion Loca,1396,124,8.88,Susceptibles
NUEVA SEGOVIA,5/29/2019,2019,5,13.75660038,-86.31030273,1119,CATURRA,Floraci¢n Principal,843,7,0.83,Susceptibles
JINOTEGA,10/17/2019,2019,10,13.31229973,-86.06900024,1158,CATURRA,Fruto Consistente,795,95,11.95,Susceptibles
JINOTEGA,08/12/2019,2019,8,13.31229973,-86.06900024,1158,CATURRA,Fruto Consistente,1179,125,10.6,Susceptibles
JINOTEGA,04/09/2019,2019,4,13.31229973,-86.06900024,1158,CATURRA,Floracion Loca,1293,52,4.02,Susceptibles
MATAGALPA,1/14/2019,2019,1,12.8632412,-85.90609741,1131,CATURRA,Madurez Fisiol¢gica,595,38,6.39,Susceptibles
JINOTEGA,07/09/2019,2019,7,13.31229973,-86.06900024,1158,CATURRA,Fruto Consistente,1401,41,2.93,Susceptibles
JINOTEGA,6/18/2019,2019,6,13.31229973,-86.06900024,1158,CATURRA,Fruto Consistente,1366,40,2.93,Susceptibles
MADRIZ,5/14/2019,2019,5,13.4289999,-86.55000305,1115,CATURRA,Floraci¢n Principal,658,13,1.98,Susceptibles
JINOTEGA,1/15/2019,2019,1,13.31229973,-86.06900024,1158,CATURRA,Madurez Fisiol¢gica,1140,185,16.23,Susceptibles
MATAGALPA,08/06/2019,2019,8,12.8632412,-85.90609741,1131,CATURRA,Madurez Fisiol¢gica,671,45,6.71,Susceptibles
JINOTEGA,7/16/2019,2019,7,13.25699997,-86.03489685,1157,CATURRA,Fruto Consistente,1279,35,2.74,Susceptibles
NUEVA SEGOVIA,3/24/2019,2019,3,13.76210022,-86.51080322,1142,CATURRA,Hojas Nuevas Mayor al 30%,792,39,4.92,Susceptibles
NUEVA SEGOVIA,4/27/2019,2019,4,13.76210022,-86.51080322,1142,CATURRA,Hojas Nuevas Mayor al 30%,832,32,3.85,Susceptibles
MATAGALPA,03/11/2019,2019,3,12.87975979,-85.89845276,1124,CATURRA,Hojas Nuevas Mayor al 30%,501,15,2.99,Susceptibles
MATAGALPA,1/14/2019,2019,1,12.87975979,-85.89845276,1124,CATURRA,Madurez Fisiol¢gica,530,18,3.4,Susceptibles
MATAGALPA,08/07/2019,2019,8,12.69439983,-85.73239899,784,CATURRA,Fruto Consistente,711,0,0,Susceptibles
MATAGALPA,09/10/2019,2019,9,12.69439983,-85.73239899,784,CATURRA,Fruto Consistente,799,0,0,Susceptibles
JINOTEGA,9/17/2019,2019,9,13.31229973,-86.06900024,1158,CATURRA,Fruto Consistente,1193,154,12.91,Susceptibles
MATAGALPA,01/11/2019,2019,1,12.69439983,-85.73239899,784,CATURRA,Madurez Fisiol¢gica,685,39,5.69,Susceptibles
NUEVA SEGOVIA,11/15/2019,2019,11,13.92720032,-86.15370178,1217,CATURRA,Madurez Fisiol¢gica,1039,99,9.53,Susceptibles
JINOTEGA,03/12/2019,2019,3,13.25819969,-86.20249939,1211,CATURRA,Floracion Loca,789,28,3.55,Susceptibles
JINOTEGA,04/08/2019,2019,4,13.25819969,-86.20249939,1211,CATURRA,Floracion Loca,760,22,2.89,Susceptibles
MATAGALPA,2/14/2019,2019,2,12.69439983,-85.73239899,784,CATURRA,Floracion Loca,595,38,6.39,Susceptibles
MATAGALPA,06/10/2019,2019,6,12.69439983,-85.73239899,784,CATURRA,Fruto Consistente,571,14,2.45,Susceptibles
MATAGALPA,05/03/2019,2019,5,12.69439983,-85.73239899,784,CATURRA,Floraci¢n Principal,572,6,1.05,Susceptibles
JINOTEGA,7/15/2019,2019,7,13.25819969,-86.20249939,1211,CATURRA,Fruto Consistente,941,22,2.34,Susceptibles
JINOTEGA,01/11/2019,2019,1,13.25819969,-86.20249939,1211,CATURRA,Madurez Fisiol¢gica,690,96,13.91,Susceptibles
MATAGALPA,07/01/2019,2019,7,12.69439983,-85.73239899,784,CATURRA,Fruto Consistente,636,2,0.31,Susceptibles
NUEVA SEGOVIA,6/15/2019,2019,6,13.92720032,-86.15370178,1217,CATURRA,Fruto Consistente,1163,7,0.6,Susceptibles
MATAGALPA,03/08/2019,2019,3,12.69439983,-85.73239899,784,CATURRA,Floracion Loca,694,0,0,Susceptibles
JINOTEGA,09/05/2019,2019,9,13.25819969,-86.20249939,1211,CATURRA,Fruto Consistente,940,45,4.79,Susceptibles
CARAZO,03/12/2019,2019,3,11.90312767,-86.2232132,625,CATURRA,Hojas Nuevas Mayor al 30%,646,59,9.13,Susceptibles
NUEVA SEGOVIA,2/13/2019,2019,2,13.65629959,-86.17469788,641,CATURRA,Hojas Nuevas Mayor al 30%,1001,10,1,Susceptibles
NUEVA SEGOVIA,3/29/2019,2019,3,13.65629959,-86.17469788,641,CATURRA,Hojas Nuevas Mayor al 30%,847,3,0.35,Susceptibles
NUEVA SEGOVIA,9/30/2019,2019,9,13.65629959,-86.17469788,641,CATURRA,Fruto Consistente,1041,0,0,Susceptibles
CARAZO,11/19/2019,2019,11,11.90312767,-86.2232132,625,CATURRA,Madurez Fisiol¢gica,519,366,70.52,Susceptibles
MATAGALPA,05/03/2019,2019,5,12.71990013,-85.68730164,758,CATURRA,Floraci¢n Principal,627,10,1.59,Susceptibles
MATAGALPA,08/07/2019,2019,8,12.71990013,-85.68730164,758,CATURRA,Fruto Consistente,717,0,0,Susceptibles
MATAGALPA,2/14/2019,2019,2,12.71990013,-85.68730164,758,CATURRA,Floracion Loca,592,39,6.59,Susceptibles
CARAZO,09/11/2019,2019,9,11.90312767,-86.2232132,625,CATURRA,Fruto Consistente,859,417,48.54,Susceptibles
CARAZO,05/07/2019,2019,5,11.90312767,-86.2232132,625,CATURRA,Hojas Nuevas Mayor al 30%,888,4,0.45,Susceptibles
MATAGALPA,6/13/2019,2019,6,12.98130035,-85.80039978,769,CATURRA,Fruto Consistente,679,27,3.98,Susceptibles
JINOTEGA,06/06/2019,2019,6,13.25819969,-86.20249939,1211,CATURRA,Floracion Loca,875,36,4.11,Susceptibles
JINOTEGA,10/15/2019,2019,10,13.25819969,-86.20249939,1211,CATURRA,Fruto Consistente,872,59,6.77,Susceptibles
CARAZO,02/12/2019,2019,2,11.90312767,-86.2232132,625,CATURRA,Hojas Nuevas Mayor al 30%,333,44,13.21,Susceptibles
CARAZO,6/25/2019,2019,6,11.90312767,-86.2232132,625,CATURRA,Fruto Consistente,830,17,2.05,Susceptibles
CARAZO,04/09/2019,2019,4,11.90312767,-86.2232132,625,CATURRA,Hojas Nuevas Mayor al 30%,783,41,5.24,Susceptibles
MATAGALPA,12/06/2019,2019,12,12.71990013,-85.68730164,758,CATURRA,Madurez Fisiol¢gica,926,26,2.81,Susceptibles
CARAZO,7/23/2019,2019,7,11.90312767,-86.2232132,625,CATURRA,Fruto Consistente,887,0,0,Susceptibles
CARAZO,8/28/2019,2019,8,11.89360523,-86.2705307,643,CATURRA,Fruto Consistente,780,258,33.08,Susceptibles
CARAZO,02/12/2019,2019,2,11.89360523,-86.2705307,643,CATURRA,Hojas Nuevas Mayor al 30%,1209,248,20.51,Susceptibles
JINOTEGA,11/13/2019,2019,11,13.21660042,-85.84049988,1050,CATURRA,Madurez Fisiol¢gica,857,196,22.87,Susceptibles
MATAGALPA,01/11/2019,2019,1,12.71000004,-85.76999664,696,CATURRA,Madurez Fisiol¢gica,777,47,6.05,Susceptibles
CARAZO,09/11/2019,2019,9,11.89360523,-86.2705307,643,CATURRA,Fruto Consistente,856,410,47.9,Susceptibles
CARAZO,04/09/2019,2019,4,11.89360523,-86.2705307,643,CATURRA,Hojas Nuevas Mayor al 30%,897,63,7.02,Susceptibles
JINOTEGA,10/16/2019,2019,10,13.21660042,-85.84049988,1050,CATURRA,Madurez Fisiol¢gica,736,180,24.46,Susceptibles
JINOTEGA,2/13/2019,2019,2,13.21660042,-85.84049988,1050,CATURRA,Hojas Nuevas Mayor al 30%,775,275,35.48,Susceptibles
CARAZO,7/23/2019,2019,7,11.89360523,-86.2705307,643,CATURRA,Fruto Consistente,1092,155,14.19,Susceptibles
MATAGALPA,01/09/2019,2019,1,12.98615932,-85.7322998,804,CATURRA,Madurez Fisiol¢gica,635,21,3.31,Susceptibles
MATAGALPA,09/05/2019,2019,9,12.98615932,-85.7322998,804,CATURRA,Madurez Fisiol¢gica,602,15,2.49,Susceptibles
MATAGALPA,10/05/2019,2019,10,12.98615932,-85.7322998,804,CATURRA,Madurez Fisiol¢gica,556,26,4.68,Susceptibles
MATAGALPA,06/10/2019,2019,6,12.71000004,-85.76999664,696,CATURRA,Fruto Consistente,573,14,2.44,Susceptibles
MATAGALPA,07/01/2019,2019,7,12.71000004,-85.76999664,696,CATURRA,Fruto Consistente,704,5,0.71,Susceptibles
MATAGALPA,2/14/2019,2019,2,12.71000004,-85.76999664,696,CATURRA,Floracion Loca,544,16,2.94,Susceptibles
MATAGALPA,03/08/2019,2019,3,12.71000004,-85.76999664,696,CATURRA,Floracion Loca,741,21,2.83,Susceptibles
MATAGALPA,05/07/2019,2019,5,12.98615932,-85.7322998,804,CATURRA,Hojas Nuevas Mayor al 30%,543,23,4.24,Susceptibles
MATAGALPA,04/04/2019,2019,4,12.98615932,-85.7322998,804,CATURRA,Hojas Nuevas Mayor al 30%,604,22,3.64,Susceptibles
JINOTEGA,12/13/2019,2019,12,13.21660042,-85.84049988,1050,CATURRA,Madurez Fisiol¢gica,663,277,41.78,Susceptibles
JINOTEGA,04/12/2019,2019,4,13.21660042,-85.84049988,1050,CATURRA,Hojas Nuevas Mayor al 30%,695,46,6.62,Susceptibles
JINOTEGA,01/10/2019,2019,1,13.21660042,-85.84049988,1050,CATURRA,Madurez Fisiol¢gica,681,354,51.98,Susceptibles
JINOTEGA,09/12/2019,2019,9,13.21660042,-85.84049988,1050,CATURRA,Madurez Fisiol¢gica,758,263,34.7,Susceptibles
MATAGALPA,12/06/2019,2019,12,12.7755003,-85.81130219,841,CATURRA,Inicio de Cosecha,764,33,4.32,Susceptibles
NUEVA SEGOVIA,03/12/2019,2019,3,13.95339966,-86.15419769,842,CATURRA,Hojas Nuevas Mayor al 30%,987,86,8.71,Susceptibles
NUEVA SEGOVIA,9/28/2019,2019,9,13.95339966,-86.15419769,842,CATURRA,Fruto Consistente,1134,91,8.02,Susceptibles
MATAGALPA,11/07/2019,2019,11,12.7755003,-85.81130219,841,CATURRA,Madurez Fisiol¢gica,764,74,9.69,Susceptibles
MATAGALPA,5/17/2019,2019,5,12.7755003,-85.81130219,841,CATURRA,Floraci¢n Principal,595,16,2.69,Susceptibles
JINOTEGA,5/15/2019,2019,5,13.21660042,-85.84049988,1050,CATURRA,Hojas Nuevas Mayor al 30%,853,25,2.93,Susceptibles
