Date;Tair;Tmin;Tmax;Rain;Pressure;WindSpeed;RH;RAD
01/01/2015;18.95;14.79;23.99;1.95;913.9;2.05;88.82;17.54
02/01/2015;19.66;16.44;24.12;1.32;913.7;1.95;87.53;12.54
03/01/2015;20.51;16.88;25.35;0.7;913.2;1.56;88.51;17.72
04/01/2015;20.47;16.87;25.4;0.26;914.8;1.73;85.89;17.49
05/01/2015;19.76;16.68;24.11;3.78;916;3.03;88.27;17.08
06/01/2015;18.84;16.06;23.07;7.33;915.5;3.42;88.7;15.95
07/01/2015;18.33;15.45;22.29;4.57;914.9;3.35;88.92;12.76
08/01/2015;17.93;15.22;21.87;0.75;914.9;3.24;85.8;17.75
09/01/2015;17.83;14.47;22.11;1.43;914.6;2.61;88.35;15.99
10/01/2015;18.51;15.67;22.86;1.24;914.6;2.42;87.84;15.96
11/01/2015;19.45;15.65;24.64;0.53;914.3;1.73;87.09;15.76
12/01/2015;19.78;16.63;24.6;1.55;914.1;1.89;88.43;19.18
13/01/2015;19.79;17.15;23.9;3.97;914.2;2.35;89.75;14.31
14/01/2015;19.67;17.15;24;4.29;913.8;2.46;89.32;17.01
15/01/2015;19.61;16.82;24.34;3;914.7;2.35;88.98;13.68
16/01/2015;19.16;16.64;23.49;3.7;915.7;2.63;89.36;11.26
17/01/2015;18.7;16.25;23.22;1.68;915.6;2.44;89.18;14
18/01/2015;18.16;15.71;22.65;2.44;916;2.65;89.55;14.65
19/01/2015;18.64;15.79;23.09;3.5;915;2.39;88.7;13.67
20/01/2015;19.43;15.17;24.99;0;913.1;1.46;84.5;19.96
21/01/2015;20.08;16.64;25.23;0;913.1;1.46;83.97;17.22
22/01/2015;19.75;15.45;25.16;0;913.6;1;81.23;16.04
23/01/2015;19.92;15.33;25.72;0.02;912.9;1.13;80.49;20.84
24/01/2015;19.54;16.37;24;0.96;913.9;2.56;86.86;10.46
25/01/2015;16.96;14.49;20.3;1.54;913.9;2.55;89.03;10.29
26/01/2015;16.5;14.05;20.83;1.04;915.3;3.16;87.94;12.39
27/01/2015;15.97;13.12;20.45;0.71;915.9;3.14;85.96;13.43
28/01/2015;15.76;12.75;20.16;0.49;915.3;3.28;82.46;16.63
29/01/2015;16.67;14.46;20.85;1.64;914.5;3.32;85.38;13.41
30/01/2015;17.09;14.15;21.81;1.17;915.2;3.08;87.97;12.44
31/01/2015;17.99;14.57;23.1;0.73;914.1;2.49;87.02;16.03
01/02/2015;19.16;14.67;25.49;0;913.1;1.3;75.48;22.06
02/02/2015;20.23;15.61;25.96;0;913;1.56;81.4;21.71
03/02/2015;19.96;16.2;25.33;0.17;913.9;2.15;80.83;18.92
04/02/2015;19.77;16.1;25.77;0.23;912.1;1.79;76.47;22.94
05/02/2015;19.23;15.64;24.69;0.64;913.2;2.39;84.08;18.74
06/02/2015;18.16;15.44;22.76;5.56;915.1;3.24;89.06;12.38
07/02/2015;16.89;14.46;21.18;2.41;915.2;2.96;87.72;12.84
08/02/2015;18.47;13.78;24.29;0;913.8;1.01;79.66;21.46
09/02/2015;20.7;15.97;26.98;0;912.2;1.03;77.72;21.49
10/02/2015;18.39;14.79;23.58;0;912.2;1.99;78.27;21.82
11/02/2015;18.47;13.9;24.98;0;912.6;1.32;77.12;22.09
12/02/2015;18.92;14.55;24.8;0.13;913.9;1.6;79.73;14.54
13/02/2015;17.8;14.78;22.79;3.97;916;3.15;83.64;16.98
14/02/2015;16.17;13.84;20.37;4.1;916.4;3.46;85.19;15.87
15/02/2015;17.21;13.8;22.97;3.12;915.2;2.82;81.95;22.01
16/02/2015;19.14;13.13;26.91;0;912.7;1.27;69;24.11
17/02/2015;21.07;13.78;29.24;0;911.9;1.04;69.46;24.03
18/02/2015;19.41;16.09;24.51;0.68;915.2;2.82;83.82;14.15
19/02/2015;18.79;15.21;23.93;8.95;915.6;4.09;86.76;11.13
20/02/2015;17.45;14.06;23.12;6.19;915;2.95;84.76;14.73
21/02/2015;19.59;13.55;27.21;1.03;913.1;1.32;76.3;22.41
22/02/2015;21.21;15.71;28.12;0.07;912.7;1.51;76.24;23.53
23/02/2015;21.3;16.93;27.15;1.12;914.2;2.27;80.38;20.75
24/02/2015;20.75;16.8;26.36;0.91;913.7;2.27;79.27;22.77
25/02/2015;22.46;17.28;29.36;0.01;911;0.94;70.62;20.43
26/02/2015;22.09;16.13;29.45;0.26;910.5;1.33;70.53;21.41
27/02/2015;21.37;17.01;27.43;2.01;912.1;1.94;78.22;20.26
28/02/2015;20.73;16.61;26.94;1.49;914.2;2.2;76.49;21.3
01/03/2015;20.83;16.61;26.97;0.93;915.3;2.46;74.95;22.68
02/03/2015;21.02;17.16;26.95;1.66;914.6;2.66;77.62;18.96
03/03/2015;21.15;16.8;27.09;0.01;912.7;2.41;76.32;21.4
04/03/2015;22.11;16.59;29.23;0;911.4;1.38;65.84;24.66
05/03/2015;22.52;16.07;29.55;0.17;912.1;1.69;68.88;22.24
06/03/2015;21.21;17.16;27.08;2.35;914.3;3.02;75.35;21.93
07/03/2015;19.27;15.56;24.98;5.76;915.1;3.68;80.6;17.37
08/03/2015;19.47;16.1;25.49;2.64;913;3.08;74.66;22.45
09/03/2015;20.35;14.64;27.5;0.41;910.9;2.17;71.39;23.69
10/03/2015;21.92;15.22;29.82;0.01;910.6;1.34;68.13;25.01
11/03/2015;22.59;17.14;29.32;1.64;911.8;1.88;71.62;24.84
12/03/2015;22.41;18.36;28.96;3.16;912.3;2.31;77.04;21.36
13/03/2015;21.45;17.96;27.49;0.23;912.2;2.39;74.37;23.17
14/03/2015;21.56;16.81;28.38;0.29;911.5;1.9;66.59;24.93
15/03/2015;21.48;16.37;28.25;5.48;912.9;2.1;71.83;24.34
16/03/2015;20.42;16.58;26.05;2.63;914.5;2.66;78.34;20.93
17/03/2015;20.28;16.21;26.73;0.49;914.7;2.59;74.38;22.46
18/03/2015;20.73;14.33;28.63;0;913.6;1.64;63.13;25.06
19/03/2015;21.74;17.5;27.49;0.01;912.7;0.95;75.19;19
20/03/2015;21.93;17.57;27.61;0;913.7;1.34;70.77;18.81
21/03/2015;22.77;16.61;29.92;0;913.6;1.13;65.34;22.69
22/03/2015;22.92;17.62;29.52;0;913.1;0.96;69.37;22.27
23/03/2015;22.61;18.39;29;0.24;913.6;1.35;72.24;20.51
24/03/2015;22.11;16.74;29.17;1.05;914.2;1.38;70.25;25.65
25/03/2015;22.57;17.91;28.92;3.21;913.4;0.83;78.09;22.49
26/03/2015;23.94;18.76;30.71;0.24;911.9;0.78;71.63;22.17
27/03/2015;23.96;19.45;30.51;1.18;912.8;1.35;71.76;19.6
28/03/2015;21.16;18.15;25.91;14.72;915.5;2.21;82.41;11.96
29/03/2015;21.18;17.51;26.96;12.16;915.7;2.39;80.92;17.26
30/03/2015;20.9;17.77;26.29;10.63;915.1;1.91;81.95;14.16
31/03/2015;20.66;16.67;26.49;1.73;914.1;2.47;79.6;19.79
01/04/2015;22.39;17.04;29.13;0.07;912.9;1.57;73.86;21.99
02/04/2015;23.54;18.76;30.04;0.08;912.8;1.63;70.98;23.35
03/04/2015;23.61;18.74;30.34;0.17;912.5;2.05;68.72;22.22
04/04/2015;22.54;18.46;28.48;0.41;912.8;2.68;73.2;22.52
05/04/2015;21.64;17.41;27.81;1.7;912;2.93;77.27;17.43
06/04/2015;21.63;17.13;28.16;1.04;912.2;2.5;71.85;24.36
07/04/2015;22.08;17.11;28.86;0.63;912.4;2.45;69.7;23.72
08/04/2015;22.4;18.28;28.62;2.1;911.7;2.38;72.71;19.5
09/04/2015;22.95;17.79;30.06;0.92;911.7;2.01;68.21;24.4
10/04/2015;23.37;18.15;30.67;0.81;911.8;1.94;66.59;25.58
11/04/2015;23.71;18.57;31.05;1.44;911.9;1.53;66.18;24.09
12/04/2015;24.31;18.97;31.4;0;912.2;1.31;64.29;24.12
13/04/2015;24.84;19.08;32.07;0.06;912.7;1;64.53;20.65
14/04/2015;24.51;19.94;30.18;0.79;912.7;1.12;67.72;21.22
15/04/2015;24.1;19.35;29.95;1.75;912.2;1.13;71.39;13
16/04/2015;24.85;19.77;31.5;0.11;911.9;1.25;66;22.71
17/04/2015;25.13;18.83;32.45;0.04;911.6;0.94;61.3;22.84
18/04/2015;25.43;18.45;33.57;0.86;910.7;0.8;60.67;23.5
19/04/2015;25.43;19.2;33.15;1.62;910.2;0.82;65.89;22.45
20/04/2015;26.38;20.13;33.53;0.01;909.4;0.68;62.92;23.32
21/04/2015;26.23;21.06;32.97;0.01;910.3;0.85;63.48;23.53
22/04/2015;26.12;20.37;33.48;0;910.4;1.47;60.89;22.81
23/04/2015;26.2;20.18;34.3;0;910.9;1.43;53.36;25.23
24/04/2015;25.65;18.65;34.14;0;911.5;1.47;55.33;26.97
25/04/2015;26.23;19.7;34.3;0;910.5;0.98;54.03;25.18
26/04/2015;26.74;19.62;35.05;0;908.9;0.82;53.32;26.49
27/04/2015;26.61;19.4;34.8;0;907.5;2.14;53.68;27.21
28/04/2015;27.04;20.72;34.57;2.24;907.4;1.2;58.18;25.29
29/04/2015;24.87;22.07;28.93;3.84;908.4;1.16;75.77;23.25
30/04/2015;22.92;19.96;28.21;11.05;910.5;1.36;80.16;15.82
01/05/2015;21.31;18.77;25.21;2.21;912.1;1.63;82.49;13.8
02/05/2015;22.42;18.31;28.7;2.65;911.7;2.12;77.31;15.55
03/05/2015;22.21;18.48;27.88;1.37;911.6;2.19;77.33;14.63
04/05/2015;23.31;18.47;30.39;0.11;911.8;1.74;70.52;21.87
05/05/2015;24.29;19.12;31.38;0.31;911.8;1.5;66.18;24.49
06/05/2015;23.88;18.76;30.69;1.34;911.4;1.42;70.44;25.99
07/05/2015;23.26;20.1;27.98;1.58;911;1.29;78.77;17.32
08/05/2015;24.03;20.81;29.56;1.41;910.7;1.56;72.65;18.97
09/05/2015;24.33;20.86;30.6;3.78;910.8;1.65;73.6;19.81
10/05/2015;25.19;19.62;32.51;0.48;910.6;1.63;64.32;22.3
11/05/2015;25.17;19.42;32.24;0;910.8;1.75;63.61;22.61
12/05/2015;24.78;20.04;31.21;0;911.6;1.81;68.46;20.71
13/05/2015;24.21;20.15;30.47;0.04;912.5;2.36;68.55;25.59
14/05/2015;23.44;19.83;28.65;2.33;912.7;2.19;72.26;20.33
15/05/2015;23.3;19.54;30.1;8.41;912.2;1.38;75.32;19.07
16/05/2015;24.27;18.46;31.45;0.68;912.7;1.37;60.13;26.48
17/05/2015;24.88;19.69;32.04;0.19;913.2;1.41;60.23;24.33
18/05/2015;23.65;20.04;28.71;0.41;913.5;1.35;71.95;20.71
19/05/2015;24.38;18.64;31.75;0.33;912.9;1.54;60.09;23.86
20/05/2015;24.73;19.04;31.82;0.02;912.1;1.15;57.93;24.87
21/05/2015;23.9;20;29.34;0.76;912.6;1.15;66.91;20.84
22/05/2015;23.38;20.21;28.84;2.72;913.7;1.69;78.15;21.05
23/05/2015;23.51;20.26;29.09;5.76;914.2;1.71;72.93;21.04
24/05/2015;23.6;19.33;30.03;4.8;913.2;1.66;69.35;19.99
25/05/2015;24.99;18.79;32.56;0.4;912.2;1.36;58.88;26.09
26/05/2015;25.63;19.68;33.09;0.01;912.1;1.55;57.15;22.95
27/05/2015;24.86;20.11;31.63;0.06;912.2;1.95;62.05;21.445
28/05/2015;24.09;19.29;30.68;0.27;912.2;1.98;67.36;19.94
29/05/2015;23.69;19.8;29.64;0;911.7;1.65;69.27;21.7
30/05/2015;23.98;19.11;30.48;0;911.3;1.33;67.29;23.3
31/05/2015;23.27;19.93;27.29;0.66;911.5;1.65;73.71;19.63
01/06/2015;23.71;19.72;30.57;3.58;911.5;1.35;75.44;20
02/06/2015;21.82;18.86;24.98;3.85;910.9;1.5;84.97;17.66
03/06/2015;22.38;17.6;28.02;4.33;910.4;1.24;77;17.1
04/06/2015;22.98;18.54;29.34;9.58;911.2;0.78;78.61;15.915
05/06/2015;22.41;20.13;26.28;23.13;911.8;0.81;88.59;14.73
06/06/2015;21.71;19.59;25.16;11.41;911.4;1.27;87.8;14.15
07/06/2015;22.29;19.02;27.2;7.99;911.3;0.96;83.33;15.57
08/06/2015;21.77;19.52;25.6;2.65;911.5;0.9;85.74;9.86
09/06/2015;22.34;18.4;27.82;22.29;910.4;0.71;82.47;18.48
10/06/2015;21.82;19.54;25.41;9.19;909.8;0.94;89.1;16.36
11/06/2015;22.15;19.4;26.36;17.09;909.7;1.07;88.84;14.11
12/06/2015;21.95;18.86;26.02;8.4;910.5;0.95;84.99;21.49
13/06/2015;22.92;19.95;27.36;11.77;910.3;1.02;86.29;16.68
14/06/2015;22.36;19.98;26.26;5.15;911.2;1;87.99;19.92
15/06/2015;22.14;20.04;25.75;2.41;911.5;1.37;87.41;23.64
16/06/2015;22.51;19.76;26.79;5.97;911.5;1.42;87.38;20.43
17/06/2015;22.74;18.99;27.91;0.03;911.5;1.58;80.57;24.16
18/06/2015;23.09;19.48;27.7;2.86;911;1.7;84.48;20.45
19/06/2015;22.22;20.15;25.91;3.77;912;1.75;85.09;21.105
20/06/2015;22.41;19.93;25.97;0.27;913.3;1.94;86.23;21.76
21/06/2015;22.86;19.36;28.07;0;913.8;1.89;76.38;26.13
22/06/2015;22.56;18.23;28.29;0.2;913.6;2.17;76.4;26.41
23/06/2015;22.72;18.45;28.66;1.18;913.4;2.24;75.04;25.96
24/06/2015;22.57;19.16;26.9;6.19;913.1;2.23;84.5;16.18
25/06/2015;22.61;20.11;26.47;4.4;913.1;2.41;86.13;18.74
26/06/2015;23.17;19.99;28.2;2.16;913;2.24;80.94;22.71
27/06/2015;23.09;18.78;28.9;0;913.3;1.99;72.83;26.79
28/06/2015;23.59;19.15;29.17;0.09;913;1.78;78.21;20.84
29/06/2015;23.13;20.57;26.71;0.58;912.9;1.55;82.61;21.78
30/06/2015;23.62;19.97;29.49;0.66;913.1;1.98;73.7;24.06
01/07/2015;22.78;17.2;29.16;0;912.9;2.04;70.19;26.49
02/07/2015;23.74;18.96;29.45;0.01;911.8;1.81;74.48;23.52
03/07/2015;23.95;20.09;29.26;0.03;911.3;1.9;71.69;24.79
04/07/2015;23.13;19.63;28.32;0.6;912;2.1;77.14;18.78
05/07/2015;23.53;19.81;28.82;1.06;912.9;1.75;77.77;20.93
06/07/2015;23.69;20.12;29.28;0;913.6;1.99;73.21;23.26
07/07/2015;22.74;18.76;28.07;0.97;913.4;2.06;70.91;22.75
08/07/2015;22.47;18.39;28.15;3.52;912.8;1.75;77.03;18.82
09/07/2015;22.4;19.68;27.41;3.03;912.1;1.63;82.62;7.73
10/07/2015;22.89;19.13;28.89;3.27;912.4;1.74;79.21;11.79
11/07/2015;23.36;19.39;29.59;1.45;913.8;1.94;71.37;24.5
12/07/2015;23.32;18.78;29.5;0.08;914.2;2.09;71.82;24.58
13/07/2015;23.37;18.5;29.71;0.49;912.8;1.53;70.59;24.55
14/07/2015;23.27;18.84;29.63;1.75;912.2;0.82;75.75;23.06
15/07/2015;23.11;20.03;27.39;0.41;912.4;1.08;74.98;21.93
16/07/2015;23.59;19.63;29.68;3.76;912.4;1.2;76.09;21.53
17/07/2015;24.2;19.89;31.26;4.64;912.2;1.31;69.13;24.55
18/07/2015;23.47;19.52;29.11;6.97;913.1;0.97;76.16;20.76
19/07/2015;23.3;19.91;29.46;6.89;913.6;1.02;76.81;20.97
20/07/2015;23.68;18.94;30.08;0.31;913.3;1.21;65.33;25.37
21/07/2015;23.82;18.66;30.04;0.05;912.3;1.2;71.77;21.78
22/07/2015;24.8;19.69;31.43;0.32;912.2;1.39;67.04;19.6
23/07/2015;24.54;20.23;30.41;1.14;913.2;1.6;72.93;24.98
24/07/2015;23.68;20.18;28.93;1.4;913.6;1.73;76.77;20.97
25/07/2015;24.05;20.27;30.31;0.67;912.7;2.02;70.41;25.83
26/07/2015;24.62;19.21;31.93;0.14;911.9;1.85;62.75;26.8
27/07/2015;24.38;19.65;30.63;0;911.9;1.97;65.58;20.76
28/07/2015;24.56;19.67;30.96;0.08;912;1.97;69.12;20.45
29/07/2015;24.29;19.55;30.99;1.19;912.3;2.03;67.79;15.03
30/07/2015;23.3;19.77;29.1;3.84;912.8;1.56;78.68;21.5
31/07/2015;23.71;18.7;30.69;1.72;912.9;1.7;68.85;24.91
01/08/2015;23.29;19.7;29.07;2.74;911.8;1.4;74.81;24.66
02/08/2015;24.33;19.86;30.99;5.06;910.8;1.42;70.84;22.23
03/08/2015;23.53;19.66;29.4;4.33;910.7;1.51;73.21;23.13
04/08/2015;24.09;18.93;30.96;0.75;911.9;1.95;69.02;27.04
05/08/2015;24.39;20.16;30.84;2.75;912.1;2.18;74.23;25.27
06/08/2015;23.99;19.93;29.95;1.66;911.7;2.06;71.97;27.35
07/08/2015;24.68;19.88;31.59;0.68;911.1;1.5;69.55;21.3
08/08/2015;24.95;19.99;31.81;0.51;911.6;1.2;67.5;26.39
09/08/2015;24.93;19.87;31.71;0.08;911.5;1.22;67.1;19.32
10/08/2015;24.87;20.28;31.31;0.79;910.6;1.4;65.55;21.91
11/08/2015;22.81;19.8;27.85;2.36;911.7;1.37;76.05;17.38
12/08/2015;23.49;17.86;30.16;0.14;912.5;1.58;62.73;16.99
13/08/2015;23.46;19.45;29.35;4.31;912.8;1.97;72.96;19.79
14/08/2015;23.67;19.44;30.85;5.04;912.6;1.59;73;22.79
15/08/2015;23.69;19.5;30.48;3.92;912.6;1.36;71.32;15.9
16/08/2015;23.6;19.44;30.19;5.45;912.7;1.1;73.21;20.32
17/08/2015;24.37;20.08;30.93;2.64;912.6;1.38;74.36;24.2
18/08/2015;25.6;19.58;33.21;0.05;912;1.29;62;25.7
19/08/2015;26.06;19.37;33.94;0.5;911.2;1.22;54.89;26.58
20/08/2015;24.4;20.21;29.79;10.25;911.6;1.15;72.33;22.73
21/08/2015;24.15;20.4;30.32;7.09;912;1.39;73.51;25.75
22/08/2015;24.19;19.42;31.03;1.2;912;1.69;67.55;20.92
23/08/2015;24.42;19.8;30.74;0.06;912.1;2;68.15;25.2
24/08/2015;24.23;19.04;31.06;0.03;912;1.96;65.34;26.52
25/08/2015;24.78;18.86;32.08;0.06;911.5;1.36;64.4;24.57
26/08/2015;24.26;20.04;30.67;1.23;912.1;1.2;71.02;19.39
27/08/2015;23.29;20.74;27.35;4.19;911.9;1.02;82.62;23.23
28/08/2015;24.4;20.57;31.11;9.74;911.3;1.47;75.27;23.72
29/08/2015;23.84;20.71;29.44;6.53;911.8;1.66;76.81;24.5
30/08/2015;24.04;20.05;29.95;2.2;912;1.7;75.6;22.06
31/08/2015;24.55;20.37;31.44;15.22;912;1.14;74.54;25.36
01/09/2015;23.82;20.52;29.19;10.8;912.9;1.1;80.6;24.11
02/09/2015;22.57;19.98;26.73;8.13;913.1;1.2;84.25;19.04
03/09/2015;21.5;18.87;25.82;17.53;912.3;1.12;82.11;22.64
04/09/2015;21.18;18;25.49;11.74;912.2;0.75;84.9;13.13
05/09/2015;21.48;19.1;26;11.63;912.7;1.31;85.66;18.94
06/09/2015;22.39;19.16;27.67;13.85;912.6;1.11;82.27;19
07/09/2015;23.04;19.12;28.49;0.22;912.2;1.49;78.46;23.77
08/09/2015;22.98;19.88;27.64;1.14;911.3;1.52;80.42;18.77
09/09/2015;22.7;19.16;27.19;10.07;911;1.04;83.36;16.47
10/09/2015;23.45;19.15;29.29;13.51;911.4;1.15;78.49;22.39
11/09/2015;23.98;19.6;29.28;1.14;911.5;1;79.9;23.41
